sample-id,depth-1_iter-1,depth-1_iter-2,depth-1_iter-3,depth-1_iter-4,depth-1_iter-5,depth-1_iter-6,depth-1_iter-7,depth-1_iter-8,depth-1_iter-9,depth-1_iter-10,depth-3348_iter-1,depth-3348_iter-2,depth-3348_iter-3,depth-3348_iter-4,depth-3348_iter-5,depth-3348_iter-6,depth-3348_iter-7,depth-3348_iter-8,depth-3348_iter-9,depth-3348_iter-10,depth-6695_iter-1,depth-6695_iter-2,depth-6695_iter-3,depth-6695_iter-4,depth-6695_iter-5,depth-6695_iter-6,depth-6695_iter-7,depth-6695_iter-8,depth-6695_iter-9,depth-6695_iter-10,depth-10042_iter-1,depth-10042_iter-2,depth-10042_iter-3,depth-10042_iter-4,depth-10042_iter-5,depth-10042_iter-6,depth-10042_iter-7,depth-10042_iter-8,depth-10042_iter-9,depth-10042_iter-10,depth-13389_iter-1,depth-13389_iter-2,depth-13389_iter-3,depth-13389_iter-4,depth-13389_iter-5,depth-13389_iter-6,depth-13389_iter-7,depth-13389_iter-8,depth-13389_iter-9,depth-13389_iter-10,depth-16737_iter-1,depth-16737_iter-2,depth-16737_iter-3,depth-16737_iter-4,depth-16737_iter-5,depth-16737_iter-6,depth-16737_iter-7,depth-16737_iter-8,depth-16737_iter-9,depth-16737_iter-10,depth-20084_iter-1,depth-20084_iter-2,depth-20084_iter-3,depth-20084_iter-4,depth-20084_iter-5,depth-20084_iter-6,depth-20084_iter-7,depth-20084_iter-8,depth-20084_iter-9,depth-20084_iter-10,depth-23431_iter-1,depth-23431_iter-2,depth-23431_iter-3,depth-23431_iter-4,depth-23431_iter-5,depth-23431_iter-6,depth-23431_iter-7,depth-23431_iter-8,depth-23431_iter-9,depth-23431_iter-10,depth-26778_iter-1,depth-26778_iter-2,depth-26778_iter-3,depth-26778_iter-4,depth-26778_iter-5,depth-26778_iter-6,depth-26778_iter-7,depth-26778_iter-8,depth-26778_iter-9,depth-26778_iter-10,depth-30126_iter-1,depth-30126_iter-2,depth-30126_iter-3,depth-30126_iter-4,depth-30126_iter-5,depth-30126_iter-6,depth-30126_iter-7,depth-30126_iter-8,depth-30126_iter-9,depth-30126_iter-10,JSON_Name,Timestamp_Sampling,Matrix,Landmark_Geohash,Elabjournal_Sample_ID,Geohash_Sample,Sample_Latitude,Sample_Longitude
18180XD-07-01-12S,1,1,1,1,1,1,1,1,1,1,44,46,43,44,47,52,45,43,45,45,52,52,54,53,53,53,56,52,52,54,55,50,60,55,55,53,59,57,57,55,59,57,61,58,61,57,61,58,56,57,61,60,62,58,58,60,61,60,62,58,63,63,63,62,62,63,60,62,63,63,63,63,62,62,63,62,62,62,63,61,63,62,62,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,TZ001AQ_6u7d3js0rqy7_2023-09-23T09-00_water,2023-09-23T09-00,water,"[""6u7dd"",""6u7d6"",""6u7d9"",""6u7d3"",""6u7d1"",""6u7d2"",""6u7d8""]",TZ001AQ,6u7d3js0rqy7,-20.667950,-51.278367
